187,comm134,521490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_27,524490,,,,,,188,188,,RANK_COMM_FULL
188,comm135,524490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_27,527490,,,,,,189,189,,RANK_COMM_FULL
189,comm136,527490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_27,530490,,,,,,190,190,,RANK_COMM_FULL
190,comm137,530490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_28,533490,,,,,,191,191,,RANK_COMM_FULL
191,comm138,533490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_28,536490,,,,,,192,192,,RANK_COMM_FULL
192,comm139,536490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_28,539490,,,,,,193,193,,RANK_COMM_FULL
193,comm140,539490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_28,542490,,,,,,194,194,,RANK_COMM_FULL
194,comm141,542490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_28,545490,,,,,,195,195,,RANK_COMM_FULL
195,comm142,545490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_29,548490,,,,,,196,196,,RANK_COMM_FULL
196,comm143,548490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_29,551490,,,,,,197,197,,RANK_COMM_FULL
197,comm144,551490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_29,554490,,,,,,198,198,,RANK_COMM_FULL
198,comm145,554490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_29,557490,,,,,,199,199,,RANK_COMM_FULL
199,comm146,557490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_29,560490,,,,,,200,200,,RANK_COMM_FULL
200,comm147,560490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_30,563490,,,,,,201,201,,RANK_COMM_FULL
201,comm148,563490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_30,566490,,,,,,202,202,,RANK_COMM_FULL
202,comm149,566490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_30,569490,,,,,,203,203,,RANK_COMM_FULL
203,comm150,569490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_30,572490,,,,,,204,204,,RANK_COMM_FULL
204,comm151,572490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_30,575490,,,,,,205,205,,RANK_COMM_FULL
maxrank,204
